title,publish_time,authors,journal
Federated Learning of Electronic Health Records Improves Mortality Prediction in Patients Hospitalized with COVID-19,"{""value"":""2020-08-14""}","Vaid, Akhil; Jaladanki, Suraj K; Xu, Jie; Teng, Shelly; Kumar, Arvind; Lee, Samuel; Somani, Sulaiman; Paranjpe, Ishan; De Freitas, Jessica K; Wanyan, Tingyi; Johnson, Kipp W; Bicak, Mesude; Klang, Eyal; Kwon, Young Joon; Costa, Anthony; Zhao, Shan; Miotto, Riccardo; Charney, Alexander W; Böttinger, Erwin; Fayad, Zahi A; Nadkarni, Girish N; Wang, Fei; Glicksberg, Benjamin S",medRxiv
"Obesity and Smoking as Risk Factors for Invasive Mechanical Ventilation in COVID-19 Respiratory Failure: a Retrospective, Observational Cohort Study","{""value"":""2020-08-14""}","Monteiro, Ana C.; Suri, Rajat; Emeruwa, Iheanacho O.; Stretch, Robert J.; Cortes-Lopez, Roxana Y.; Sherman, Alexander; Lindsay, Catherine C.; Fulcher, Jennifer A.; Goodman-Meza, David; Sapru, Anil; Buhr, Russell G.; Chang, Steven; Wang, Tisha; Qadir, Nida",medRxiv
Neutralizing antibodies correlate with protection from SARS-CoV-2 in humans during a fishery vessel outbreak with high attack rate,"{""value"":""2020-08-14""}","Addetia, Amin; Crawford, Katharine HD; Dingens, Adam; Zhu, Haiying; Roychoudhury, Pavitra; Huang, Meei-Li; Jerome, Keith R.; Bloom, Jesse D.; Greninger, Alexander L.",medRxiv
Genomic Diversity of SARS-CoV-2 During Early Introduction into the United States National Capital Region,"{""value"":""2020-08-15""}","Thielen, Peter M.; Wohl, Shirlee; Mehoke, Thomas; Ramakrishnan, Srividya; Kirsche, Melanie; Falade-Nwulia, Oluwaseun; Trovão, Nidia S.; Ernlund, Amanda; Howser, Craig; Sadowski, Norah; Morris, Paul; Hopkins, Mark; Schwartz, Matthew; Fan, Yunfan; Gniazdowski, Victoria; Lessler, Justin; Sauer, Lauren; Schatz, Michael C.; Evans, Jared D.; Ray, Stuart C.; Timp, Winston; Mostafa, Heba H.",medRxiv
Quantifying absolute neutralization titers against SARS-CoV-2 by a standardized virus neutralization assay allows for cross-cohort comparisons of COVID-19 sera,"{""value"":""2020-08-15""}","Oguntuyo, Kasopefoluwa Y.; Stevens, Christian S.; Hung, Chuan-Tien; Ikegame, Satoshi; Acklin, Joshua A.; Kowdle, Shreyas S.; Carmichael, Jillian C.; Chiu, Hsin-Ping; Azarm, Kristopher D.; Haas, Griffin D.; Amanat, Fatima; Klingler, Jeromine; Baine, Ian; Arinsburg, Suzanne; Bandres, Juan C.; Siddiquey, Mohammed N.A.; Schilke, Robert M.; Woolard, Matthew D.; Zhang, Hongbo; Duty, Andrew J.; Kraus, Thomas A.; Moran, Thomas M.; Tortorella, Domenico; Lim, Jean K.; Gamarnik, Andrea V.; Hioe, Catarina E.; Zolla-Pazner, Susan; Ivanov, Stanimir S.; Kamil, Jeremy P.; Krammer, Florian; Lee, Benhur",medRxiv
Rates of COVID-19-related Outcomes in Cancer compared to non-Cancer Patients,"{""value"":""2020-08-15""}","Sun, Lova; Surya, Sanjna; Le, Anh N.; Desai, Heena; Doucette, Abigail; Gabriel, Peter; Ritchie, Marylyn; Rader, Daniel; Maillard, Ivan; Bange, Erin; Huang, Alexander; Vonderheide, Robert H.; DeMichele, Angela; Verma, Anurag; Mamtani, Ronac; Maxwell, Kara N.",medRxiv
"Vaccine optimization for COVID-19, who to vaccinate first?","{""value"":""2020-08-15""}","Matrajt, Laura; Eaton, Julie; Leung, Tiffany; Brown, Elizabeth R.",medRxiv
"Detection, prevalence, and duration of humoral responses to SARS-CoV-2 under conditions of limited population exposure","{""value"":""2020-08-15""}","Ripperger, Tyler J.; Uhrlaub, Jennifer L.; Watanabe, Makiko; Wong, Rachel; Castaneda, Yvonne; Pizzato, Hannah A.; Thompson, Mallory R.; Bradshaw, Christine; Weinkauf, Craig C.; Bime, Christian; Erickson, Heidi L.; Knox, Kenneth; Bixby, Billie; Parthasarathy, Sairam; Chaudhary, Sachin; Natt, Bhupinder; Cristan, Elaine; Aini, Tammer El; Rischard, Franz; Campion, Janet; Chopra, Madhav; Insel, Michael; Sam, Afshin; Knepler, James L.; Capaldi, Andrew P.; Spier, Catherine M.; Dake, Michael D.; Edwards, Taylor; Kaplan, Matthew E.; Scott, Serena Jain; Hypes, Cameron; Mosier, Jarrod; Harris, David T.; LaFleur, Bonnie J.; Sprissler, Ryan; Nikolich-Žugich, Janko; Bhattacharya, Deepta",medRxiv
Universal PCR and antibody testing demonstrate little to no transmission of SARS-CoV-2 in a rural community,"{""value"":""2020-08-17""}","Appa, Ayesha; Takahashi, Saki; Rodriguez-Barraquer, Isabel; Chamie, Gabriel; Sawyer, Aenor; Consortium, CLIAHUB; Duarte, Elias; Hakim, Jill; Turcios, Keirstinne; Vinden, Joanna; Janson, Owen; Manglik, Aashish; Peluso, Michael J.; Deeks, Steven G.; Henrich, Timothy J.; Torres, Leonel; Rodgers, Mary; Hackett, John; Chiu, Charles; Havlir, Diane; Greenhouse, Bryan",medRxiv
SARS-CoV-2 Antibody Responses Correlate with Resolution of RNAemia But Are Short-Lived in Patients with Mild Illness,"{""value"":""2020-08-17""}","Röltgen, Katharina; Wirz, Oliver F.; Stevens, Bryan A.; Powell, Abigail E.; Hogan, Catherine A.; Najeeb, Javaria; Hunter, Molly; Sahoo, Malaya K.; Huang, ChunHong; Yamamoto, Fumiko; Manalac, Justin; Otrelo-Cardoso, Ana R.; Pham, Tho D.; Rustagi, Arjun; Rogers, Angela J.; Shah, Nigam H.; Blish, Catherine A.; Cochran, Jennifer R.; Nadeau, Kari C.; Jardetzky, Theodore S.; Zehnder, James L.; Wang, Taia T.; Kim, Peter S.; Gombar, Saurabh; Tibshirani, Robert; Pinsky, Benjamin A.; Boyd, Scott D.",medRxiv
Temporal Dynamics of Viral Load and False negative Rate Influence the Levels of Testing Necessary to Combat COVID19 Spread,"{""value"":""2020-08-18""}","Jarvis, Katherine F.; Kelley, Joshua B.",medRxiv
SARS-CoV-2 antibody responses in children with MIS-C and mild and severe COVID-19,"{""value"":""2020-08-18""}","Anderson, Elizabeth M.; Diorio, Caroline; Goodwin, Eileen C.; McNerney, Kevin O.; Weirick, Madison E.; Gouma, Sigrid; Bolton, Marcus J.; Arevalo, Claudia P.; Chase, Julie; Hicks, Philip; Manzoni, Tomaz B.; Baxter, Amy E.; Andrea, Kurt P.; Burudpakdee, Chakkapong; Lee, Jessica H.; Vella, Laura A.; Henrickson, Sarah E.; Harris, Rebecca M.; Wherry, E. John; Bates, Paul; Bassiri, Hamid; Behrens, Edward M.; Teachey, David T.; Hensley, Scott E.",medRxiv
"SARS-CoV-2 (COVID-19) infection in pregnant women: characterization of symptoms and syndromes predictive of disease and severity through real-time, remote participatory epidemiology.","{""value"":""2020-08-19""}","Molteni, Erika; Astley, Christina M.; Ma, Wenjie; Sudre, Carole H; Magee, Laura A.; Murray, Benjamin; Fall, Tove; Gomez, Maria F.; Tsereteli, Neli; Franks, Paul W.; Brownstein, John S.; Davies, Richard; Wolf, Jonathan; Spector, Tim D; Ourselin, Sebastien; Steves, Claire J; Chan, Andrew T; Modat, Marc",medRxiv
Engineering luminescent biosensors for point-of-care SARS-CoV-2 antibody detection,"{""value"":""2020-08-21""}","Elledge, Susanna K.; Zhou, Xin X.; Byrnes, James R.; Martinko, Alexander J.; Lui, Irene; Pance, Katarina; Lim, Shion A.; Glasgow, Jeff E.; Glasgow, Anum A.; Turcios, Keirstinne; Iyer, Nikita; Torres, Leonel; Peluso, Michael J.; Henrich, Timothy J.; Wang, Taia T.; Tato, Cristina M.; Leung, Kevin K.; Greenhouse, Bryan; Wells, James A.",medRxiv
Single-strand RPA for rapid and sensitive detection of SARS-CoV-2 RNA,"{""value"":""2020-08-21""}","Kim, Youngeun; Yaseen, Adam B.; Kishi, Jocelyn Y.; Hong, Fan; Saka, Sinem K.; Sheng, Kuanwei; Gopalkrishnan, Nikhil; Schaus, Thomas E.; Yin, Peng",medRxiv
The unintended consequences of inconsistent pandemic control policies,"{""value"":""2020-08-24""}","Althouse, Benjamin M.; Wallace, Brendan; Case, Brendan; Scarpino, Samuel V.; Berdahl, Andrew M.; White, Easton R.; Hébert-Dufresne, Laurent",medRxiv
Phylogenetic analysis of SARS-CoV-2 in the Boston area highlights the role of recurrent importation and superspreading events.,"{""value"":""2020-08-25""}","Lemieux, Jacob E.; Siddle, Katherine J.; Shaw, Bennett M.; Loreth, Christine; Schaffner, Stephen F.; Gladden-Young, Adrianne; Adams, Gordon; Fink, Timelia; Tomkins-Tinch, Christopher H.; Krasilnikova, Lydia A.; DeRuff, Katherine C.; Rudy, Melissa; Bauer, Matthew R.; Lagerborg, Kim A.; Normandin, Erica; Chapman, Sinead B.; Reilly, Steven K.; Anahtar, Melis N.; Lin, Aaron E.; Carter, Amber; Myhrvold, Cameron; Kemball, Molly E.; Chaluvadi, Sushma; Cusick, Caroline; Flowers, Katelyn; Neumann, Anna; Cerrato, Felecia; Farhat, Maha; Slater, Damien; Harris, Jason B.; Branda, John; Hooper, David; Gaeta, Jessie M.; Baggett, Travis P.; O’Connell, James; Gnirke, Andreas; Lieberman, Tami D.; Philippakis, Anthony; Burns, Meagan; Brown, Catherine M.; Luban, Jeremy; Ryan, Edward T.; Turbett, Sarah E.; LaRocque, Regina C.; Hanage, William P.; Gallagher, Glen R.; Madoff, Lawrence C.; Smole, Sandra; Pierce, Virginia M.; Rosenberg, Eric; Sabeti, Pardis C.; Park, Daniel J.; Maclnnis, Bronwyn L.",medRxiv
A deterministic linear infection model to inform Risk-Cost-Benefit Analysis of activities during the SARS-CoV-2 pandemic,"{""value"":""2020-08-25""}","McCarthy, John E.; Dumas, Bob A.; McCarthy, Myles T.; Dewitt, Barry D.",medRxiv
The Coronavirus Health and Impact Survey (CRISIS) reveals reproducible correlates of pandemic-related mood states across the Atlantic.,"{""value"":""2020-08-27""}","Nikolaidis, Aki; Paksarian, Diana; Alexander, Lindsay; Derosa, Jacob; Dunn, Julia; Nielson, Dylan M.; Droney, Irene; Kang, Minji; Douka, Ioanna; Bromet, Evelyn; Milham, Michael; Stringaris, Argyris; Merikangas, Kathleen R.",medRxiv
Mask Wearing and Control of SARS-CoV-2 Transmission in the United States,"{""value"":""2020-08-28""}","Rader, Benjamin; White, Laura F.; Burns, Michael R.; Chen, Jack; Brilliant, Joe; Cohen, Jon; Shaman, Jeffrey; Brilliant, Larry; Hawkins, Jared B.; Scarpino, Samuel V.; Astley, Christina M.; Brownstein, John S.",medRxiv
Estimating the establishment of local transmission and the cryptic phase of the COVID-19 pandemic in the USA,"{""value"":""2020-08-28""}","Davis, Jessica T.; Chinazzi, Matteo; Perra, Nicola; Mu, Kunpeng; Piontti, Ana Pastore y; Ajelli, Marco; Dean, Natalie E.; Gioannini, Corrado; Litvinova, Maria; Merler, Stefano; Rossi, Luca; Sun, Kaiyuan; Xiong, Xinyue; Halloran, M. Elizabeth; Longini, Ira M.; Viboud, Cécile; Vespignani, Alessandro",medRxiv
Laboratory findings associated with severe illness and mortality among hospitalized individuals with coronavirus disease 2019 in Eastern Massachusetts,"{""value"":""2020-08-28""}","Castro, Victor M.; McCoy, Thomas H.; Perlis, Roy H.",medRxiv
"Real-time, interactive website for US-county level Covid-19 event risk assessment","{""value"":""2020-08-29""}","Chande, Aroon; Lee, Seolha; Harris, Mallory; Hilley, Troy; Andris, Clio; Weitz, Joshua S.",medRxiv
Visualizing the invisible: The effect of asymptomatic transmission on the outbreak dynamics of COVID-19,"{""value"":""2020-08-29""}","Peirlinck, Mathias; Linka, Kevin; Costabal, Francisco Sahli; Bhattacharya, Jay; Bendavid, Eran; Ioannidis, John P.A.; Kuhl, Ellen",medRxiv
Modeling Dynamic Network Strategies for SARS-CoV-2 Control on a Cruise Ship,"{""value"":""2020-09-01""}","Jenness, Samuel M.; Willebrand, Kathryn S.; Malik, Amyn A.; Lopman, Benjamin A.; Omer, Saad B.",medRxiv
SARS-CoV-2 Infections Among Children in the Biospecimens from Respiratory Virus-Exposed Kids (BRAVE Kids) Study,"{""value"":""2020-09-01""}","Hurst, Jillian H.; Heston, Sarah M.; Chambers, Hailey N.; Cunningham, Hannah M.; Price, Meghan J.; Suarez, Liliana; Crew, Carter G.; Bose, Shree; Aquino, Jhoanna N.; Carr, Stuart T.; Griffin, S. Michelle; Smith, Stephanie H.; Jenkins, Kirsten; Pfeiffer, Trevor S.; Rodriguez, Javier; DeMarco, C. Todd; De Naeyer, Nicole A.; Gurley, Thaddeus C.; Louzao, Raul; Cunningham, Coleen K.; Steinbach, William J.; Denny, Thomas N.; Lugo, Debra J.; Moody, M. Anthony; Permar, Sallie R.; Rotta, Alexandre T.; Turner, Nicholas A.; Walter, Emmanuel B.; Woods, Christopher W.; Kelly, Matthew S.",medRxiv
"Disease burden and clinical severity of the first pandemic wave of COVID-19 in Wuhan, China","{""value"":""2020-09-01""}","Yang, Juan; Chen, Xinhua; Deng, Xiaowei; Chen, Zhiyuan; Gong, Hui; Yan, Han; Wu, Qianhui; Shi, Huilin; Lai, Shengjie; Ajelli, Marco; Viboud, Cecile; Yu, Hongjie",medRxiv
Disease-dependent interaction policies to support health and economic outcomes during the COVID-19 epidemic,"{""value"":""2020-09-01""}","Li, Guanlin; Shivam, Shashwat; Hochberg, Michael E.; Wardi, Yorai; Weitz, Joshua S.",medRxiv
"Development of a qualitative real-time RT-PCR assay for the detection of SARS-CoV-2: A guide and case study in setting up an emergency-use, laboratory-developed molecular assay","{""value"":""2020-09-01""}","Anahtar, Melis N.; Shaw, Bennett; Slater, Damien; Byrne, Elizabeth; Botti-Lodovico, Yolanda; Adams, Gordon; Schaffner, Stephen; Eversley, Jacqueline; McGrath, Graham; Gogakos, Tasos; Lennerz, Jochen; Desai Marble, Hetal; Ritterhouse, Lauren L.; Batten, Julie; Georgantas, N. Zeke; Pellerin, Rebecca; Signorelli, Sylvia; Thierauf, Julia; Kemball, Molly; Happi, Christian; Grant, Donald S.; Ndiaye, Daouda; Siddle, Katherine J.; Mehta, Samar B.; Harris, Jason; Ryan, Edward T.; Pierce, Virginia; LaRocque, Regina; Lemieux, Jacob E.; Sabeti, Pardis; Rosenberg, Eric; Branda, John; Turbett, Sarah E.",medRxiv
County-level exposures to greenness and associations with COVID-19 incidence and mortality in the United States,"{""value"":""2020-09-01""}","Klompmaker, Jochem O; Hart, Jaime E; Holland, Isabel; Sabath, M Benjamin; Wu, Xiao; Laden, Francine; Dominici, Francesca; James, Peter",medRxiv
The Potential Role of Extracellular Vesicles in COVID-19 Associated Endothelial injury and Pro-inflammation,"{""value"":""2020-09-01""}","Krishnamachary, Balaji; Cook, Christine; Spikes, Leslie; Chalise, Prabhakar; Dhillon, Navneet K.",medRxiv
Assessing the Impact of the Covid-19 Pandemic on US Mortality: A County-Level Analysis,"{""value"":""2020-09-02""}","Stokes, Andrew; Lundberg, Dielle J.; Hempstead, Katherine; Elo, Irma T.; Preston, Samuel H.",medRxiv
Determinants of SARS-CoV-2 receptor gene expression in upper and lower airways,"{""value"":""2020-09-02""}","Aliee, H.; Massip, F.; Qi, C.; de Biase, M. Stella; van Nijnatten, J.; Kersten, E.T.G.; Kermani, N. Z.; Khuder, B.; Vonk, J. M; Vermeulen, R.C H; Neighbors, M.; Tew, G. W.; Grimbaldeston, M.; ten Hacken, N. H. T.; Hu, S.; Guo, Y.; Zhang, X.; Sun, K.; Hiemstra, P.S.; Ponder, B.A.; Mäkelä, M. J.; Malmström, K.; Rintoul, R.C; Reyfman, P.A.; Theis, F.J.; Brandsma, C.A.; Adcock, I. M.; Timens, W.; Xu, C.J.; van den Berge, M.; Schwarz, R. F.; Koppelman, G. H.; Nawijn, M.C.; Faiz, A.",medRxiv
Non-alcoholic fatty liver disease (NAFLD) and risk of hospitalization for Covid-19.,"{""value"":""2020-09-02""}","Bramante, Carolyn T.; Tignanelli, Christopher J.; Dutta, Nirjhar; Jones, Emma; Tamaritz, Leonardo; Clark, Jeanne; Melton-Meaux, Genevieve; Usher, Michael; Ikramuddin, Sayeed",medRxiv
Comparative performance of five commercially available serologic assays to detect antibodies to SARS-CoV-2 and identify individuals with high neutralizing titers,"{""value"":""2020-09-02""}","Patel, Eshan U.; Bloch, Evan M.; Clarke, William; Hsieh, Yu-Hsiang; Boon, Denali; Eby, Yolanda; Fernandez, Reinaldo E.; Baker, Owen R.; Keruly, Morgan; Kirby, Charles S.; Klock, Ethan; Littlefield, Kirsten; Miller, Jernelle; Schmidt, Haley A.; Sullivan, Philip; Piwowar-Manning, Estelle; Shrestha, Ruchee; Redd, Andrew D.; Rothman, Richard E.; Sullivan, David; Shoham, Shmuel; Casadevall, Arturo; Quinn, Thomas C.; Pekosz, Andrew; Tobian, Aaron A.R.; Laeyendecker, Oliver",medRxiv
Cytotoxic lymphocytes are dysregulated in multisystem inflammatory syndrome in children,"{""value"":""2020-09-02""}","Beckmann, Noam D.; Comella, Phillip H.; Cheng, Esther; Lepow, Lauren; Beckmann, Aviva G.; Mouskas, Konstantinos; Simons, Nicole W.; Hoffman, Gabriel E.; Francoeur, Nancy J.; Del Valle, Diane Marie; Kang, Gurpawan; Moya, Emily; Wilkins, Lillian; Le Berichel, Jessica; Chang, Christie; Marvin, Robert; Calorossi, Sharlene; Lansky, Alona; Walker, Laura; Yi, Nancy; Yu, Alex; Hartnett, Matthew; Eaton, Melody; Hatem, Sandra; Jamal, Hajra; Akyatan, Alara; Tabachnikova, Alexandra; Liharska, Lora E.; Cotter, Liam; Fennessey, Brian; Vaid, Akhil; Barturen, Guillermo; Tyler, Scott R.; Shah, Hardik; Wang, Ying-chih; Sridhar, Shwetha Hara; Soto, Juan; Bose, Swaroop; Madrid, Kent; Ellis, Ethan; Merzier, Elyze; Vlachos, Konstantinos; Fishman, Nataly; Tin, Manying; Smith, Melissa; Xie, Hui; Patel, Manishkumar; Argueta, Kimberly; Harris, Jocelyn; Karekar, Neha; Batchelor, Craig; Lacunza, Jose; Yishak, Mahlet; Tuballes, Kevin; Scott, Leisha; Kumar, Arvind; Jaladanki, Suraj; Thompson, Ryan; Clark, Evan; Losic, Bojan; Zhu, Jun; Wang, Wenhui; Kasarskis, Andrew; Glicksberg, Benjamin S.; Nadkarni, Girish; Bogunovic, Dusan; Elaiho, Cordelia; Gangadharan, Sandeep; Ofori-Amanfo, George; Alesso-Carra, Kasey; Onel, Kenan; Wilson, Karen M.; Argmann, Carmen; Alarcón-Riquelme, Marta E.; Marron, Thomas U.; Rahman, Adeeb; Kim-Schulze, Seunghee; Gnjatic, Sacha; Gelb, Bruce D.; Merad, Miriam; Sebra, Robert; Schadt, Eric E.; Charney, Alexander W.",medRxiv
Immune transcriptomes of highly exposed SARS-CoV-2 asymptomatic seropositive versus seronegative individuals from the Ischgl community,"{""value"":""2020-09-02""}","Lee, Hye Kyung; Knabl, Ludwig; Pipperger, Lisa; Volland, Andre; Furth, Priscilla A.; Kang, Keunsoo; Smith, Harold E.; Knabl, Ludwig; Bellmann, Romuald; Bernhard, Christina; Kaiser, Norbert; Gänzer, Hannes; Ströhle, Mathias; Walser, Andreas; von Laer, Dorothee; Hennighausen, Lothar",medRxiv
COVID-19 Myocardial Pathology Evaluated Through scrEening Cardiac Magnetic Resonance (COMPETE CMR),"{""value"":""2020-09-02""}","Clark, Daniel E.; Parikh, Amar; Dendy, Jeffrey M.; Diamond, Alex B.; George-Durrett, Kristen; Fish, Frank A.; Fitch, Warne; Hughes, Sean G.; Soslow, Jonathan H.",medRxiv
Pooling saliva to increase SARS-CoV-2 testing capacity,"{""value"":""2020-09-03""}","Watkins, Anne E.; Fenichel, Eli P.; Weinberger, Daniel M.; Vogels, Chantal B.F.; Brackney, Doug E.; Casanovas-Massana, Arnau; Campbell, Melissa; Fournier, John; Bermejo, Santos; Datta, Rupak; Dela Cruz, Charles S.; Farhadian, Shelli F.; Iwasaki, Akiko; Ko, Albert I.; Grubaugh, Nathan D.; Wyllie, Anne L.",medRxiv
Healthcare Worker Attendance During the Early Stages of the COVID-19 Pandemic: A Longitudinal Analysis of Daily Fingerprint-Verified Data from All Public-Sector Secondary and Tertiary Care Facilities in Bangladesh,"{""value"":""2020-09-03""}","Do, Duy; Sarker, Malabika; Chen, Simiao; Lenjani, Ali; Tikka, Pauli; Bärnighausen, Till; Geldsetzer, Pascal",medRxiv
Swab-Seq: A high-throughput platform for massively scaled up SARS-CoV-2 testing,"{""value"":""2020-09-03""}","Bloom, Joshua S.; Jones, Eric M.; Gasperini, Molly; Lubock, Nathan B.; Sathe, Laila; Munugala, Chetan; Booeshaghi, A. Sina; Brandenberg, Oliver F.; Guo, Longhua; Boocock, James; Simpkins, Scott W.; Lin, Isabella; LaPierre, Nathan; Hong, Duke; Zhang, Yi; Oland, Gabriel; Choe, Bianca Judy; Chandrasekaran, Sukantha; Hilt, Evann E.; Butte, Manish J.; Damoiseaux, Robert; Cooper, Aaron R.; Yin, Yi; Pachter, Lior; Garner, Omai B.; Flint, Jonathan; Eskin, Eleazar; Luo, Chongyuan; Kosuri, Sriram; Kruglyak, Leonid; Arboleda, Valerie A.",medRxiv
SARS-CoV-2-specific IgA and limited inflammatory cytokines are present in the stool of select patients with acute COVID-19,"{""value"":""2020-09-05""}","Britton, Graham J.; Chen-Liaw, Alice; Cossarini, Francesca; Livanos, Alexandra E.; Spindler, Matthew P.; Plitt, Tamar; Eggers, Joseph; Mogno, Ilaria; Gonzalez-Reiche, Ana S.; Siu, Sophia; Tankelevich, Michael; Grinspan, Lauren Tal; Dixon, Rebekah E.; Jha, Divya; Martinez-Delgado, Gustavo; Amanat, Fatima; Hoagland, Daisy A.; tenOever, Benjamin R.; Dubinsky, Marla C.; Merad, Miriam; van Bakel, Harm; Krammer, Florian; Bongers, Gerold; Mehandru, Saurabh; Faith, Jeremiah J.",medRxiv
Serological Responses to Human Virome Define Clinical Outcomes of Italian Patients Infected with SARS-CoV-2,"{""value"":""2020-09-07""}","Wang, Limin; Candia, Julián; Ma, Lichun; Zhao, Yongmei; Imberti, Luisa; Sottini, Alessandra; Dobbs, Kerry; Lisco, Andrea; Sereti, Irini; Su, Helen C.; Notarangelo, Luigi D.; Wang, Xin Wei",medRxiv
